180	-961	617	959
-148	-518	893	-462
-50	-42	716	-359
-196	-611	717	-195
-559	-213	10	-672
299	659	-567	148
-952	-115	-225	918
-4	316	224	-137
-379	-846	-141	-668
232	-507	273	370
287	-54	-180	-640
-545	476	-111	-624
682	536	531	-736
-727	-318	122	-612
-553	-699	-750	152
-409	813	-185	-945
-206	794	971	-975
864	251	408	-722
230	633	-144	-882
-711	311	-268	799
747	-911	-551	319
-433	-53	-15	681
44	-186	529	-41
81	34	-636	207
-978	-972	937	200
-406	-855	-395	387
845	-678	-335	-243
440	-887	-231	195
-204	-480	675	34
-187	-647	402	635
-402	-661	255	476
-435	599	-382	543
123	-372	819	-114
357	-829	378	274
-489	-264	818	978
-857	279	565	-537
493	922	-260	-249
-129	-505	-233	530
-564	150	30	344
467	825	-399	535
832	-94	832	-370
427	-662	-287	161
-388	-65	-578	-400
-908	888	-955	-863
571	403	-574	-448
231	629	-37	910
81	588	-435	-479
529	-714	773	434
-690	-832	868	894
593	-851	744	-902
315	401	-837	-459
977	840	-87	690
338	-232	430	606
145	-669	-997	-32
48	-647	837	-699
759	222	42	415
357	686	-357	295
-379	-528	429	461
588	-553	268	-978
-385	-68	-745	-160
-966	-920	576	-730
566	170	-76	107
8	55	253	845
-671	-166	8	337
-67	-275	-80	-284
811	756	588	-489
357	-387	-558	285
-396	-577	-391	636
600	-532	-466	43
-974	-818	-961	-774
-127	524	452	-377
-395	-628	185	90
-541	-153	-582	-663
705	972	-828	-314
-292	-749	831	-677
204	439	-825	-218
-50	960	-833	-289
-948	-491	880	-686
719	-19	257	325
58	-986	745	863
436	-689	282	-293
535	-299	780	917
683	-369	-82	72
648	-215	-307	-71
67	276	-43	-356
-922	294	-214	160
-245	-714	734	-297
-244	-808	655	-474
776	-205	-179	-539
820	-655	-149	-19
932	65	731	-787
-267	448	7	27
194	-870	-229	798
209	420	94	907
539	-163	345	550
-569	996	-885	406
-220	-170	616	787
769	-693	-883	-410
-955	-479	-287	-671
-193	-444	48	85
946	-149	-162	-170
103	867	-710	840
110	-983	776	290
-364	710	-293	159
-909	-755	-653	880
-967	-418	-55	-867
-754	434	-125	555
-434	-287	-525	-283
80	-630	-256	936
-85	-916	-81	173
-971	-164	-519	665
-332	515	877	60
358	617	138	-365
-731	319	59	790
-149	-334	-346	572
-658	864	-668	-123
156	-416	-458	18
375	-905	-963	744
730	228	903	-349
-833	914	-372	-602
-923	-656	-386	36
902	331	86	-353
174	-837	902	-534
543	-30	25	426
699	846	-429	-485
520	-635	420	-483
-43	842	-547	536
103	765	-196	-828
637	879	297	-460
-803	-192	563	898
323	405	-572	156
-648	-261	810	440
712	631	583	-807
808	855	-904	-323
-174	-428	448	-597
250	-463	170	570
-781	-259	-769	-290
-115	-99	2	-985
-39	865	643	-195
800	557	-701	261
331	-528	-645	854
-885	-547	728	645
-222	-116	95	-928
448	-377	-456	417
953	34	-108	-854
-955	-428	-232	850
-130	-223	-783	-42
-841	-496	555	-22
-772	951	-939	-940
176	307	-105	119
83	551	685	-289
318	-671	301	-613
-783	-890	-321	-526
446	-228	125	-378
21	-750	-357	-745
-94	-880	177	549
-552	-994	-502	-951
971	-210	65	-548
-574	-545	-848	-89
-177	-454	439	-37
525	-580	806	641
771	706	-638	-444
-475	94	397	984
380	-207	707	832
856	-797	-741	365
-32	682	537	-508
742	431	-109	816
632	308	39	-960
-98	449	-29	-680
728	808	-963	-835
-255	-183	326	424
-809	587	836	-265
944	-35	494	245
-722	-265	217	-680
-494	-310	-207	-440
640	-533	744	-48
590	-745	-735	719
49	-88	955	-47
-288	-907	114	333
707	53	77	-375
-503	-900	-893	-914
-725	-548	633	-891
695	144	563	-382
-132	501	227	57
470	956	805	-396
-55	84	-67	-689
519	-668	952	-964
820	-166	-631	-388
485	-429	709	-133
-587	-944	351	-8
654	-912	79	26
264	-743	800	-972
484	-251	-329	283
464	323	-798	731
548	263	-965	720
-302	-914	-536	-942
-91	861	-893	479
457	-139	-604	498
-335	-455	-892	927
-584	569	418	-714
-89	483	-491	-107
-254	459	621	-450
-600	-672	-44	-950
-577	836	-958	-672
828	-354	70	672
990	576	374	-854
-354	-849	-868	-324
445	-58	171	-838
715	57	-480	905
-995	-116	355	-517
311	185	-829	-984
966	505	-94	316
-219	-74	281	-706
-291	-54	-377	-522
187	-589	584	-101
-868	97	-863	222
642	698	-799	-234
-697	602	-801	-885
571	456	-974	-483
214	-450	-530	-735
-21	551	780	47
106	131	-538	-104
493	251	743	-888
-318	484	460	-60
586	959	532	-914
-951	294	-53	-455
982	-757	-204	-240
610	-263	399	538
260	-634	160	804
-903	-378	873	-973
-390	-204	-848	-16
342	-450	117	-845
954	-943	898	368
-613	-522	-512	595
-957	-545	585	-268
-777	658	993	-708
627	-431	-124	700
-619	890	-481	948
-68	873	-490	-958
144	100	-313	-454
370	-97	219	-482
-82	-285	-692	289
674	93	4	-464
-847	859	-517	536
-643	-728	837	-900
-314	722	-198	251
-446	-338	332	509
-399	795	384	40
-126	-351	-866	-703
135	380	535	-324
-964	516	556	-572
844	-865	-693	-200
879	-925	481	619
-16	801	-761	315
-68	691	-850	989
-506	-195	-843	750
554	-847	897	-223
275	109	-62	-68
-456	196	-990	648
252	993	213	-816
-221	444	-741	831
-806	397	-305	405
-592	-449	732	156
637	-904	-136	904
-403	85	251	713
-368	87	307	423
-675	374	-266	-783
-361	-63	808	880
-455	-536	642	-568
-516	72	-857	44
-13	-87	967	317
630	503	240	-750
271	-68	132	-469
-648	-3	602	940
647	-247	803	-472
870	84	-231	160
251	35	-700	-194
714	-211	957	444
617	-715	-831	701
539	890	-427	617
480	-844	612	197
-931	62	543	220
94	747	-286	-456
991	574	-729	151
219	-653	-564	-163
187	288	-599	-686
584	-253	482	213
720	-74	-523	-412
191	988	334	-603
-249	-234	789	-276
-686	-67	-906	-945
-426	-519	-493	858
44	-144	33	298
-453	-668	-257	-506
-981	-272	49	979
157	-930	-422	-794
-462	744	-78	-843
-177	318	-735	816
-745	992	-674	-598
190	851	-626	-563
494	268	338	-85
-251	-846	668	649
626	206	-427	-696
-798	-950	796	974
807	618	-759	768
-339	-678	879	-732
-251	975	-730	-83
-612	96	694	-617
-438	749	-810	-304
646	630	-75	-196
449	-354	-102	-564
-118	751	25	-503
-67	-341	524	-900
871	-581	866	142
-840	-18	-34	-314
682	101	878	-670
942	243	312	-181
380	88	914	863
-799	892	-421	242
517	-692	-83	-646
-515	-877	-460	-297
611	323	-303	-28
409	-978	122	348
683	-157	-5	-598
-802	381	-77	368
-533	-716	789	337
-107	749	-779	655
-706	-207	37	-224
954	750	-378	-47
383	490	268	-933
-653	245	515	-979
269	306	-839	-664
473	-524	-986	-656
547	185	-716	-568
-418	-218	-116	-579
418	294	-922	-528
-509	-582	-591	728
805	290	703	-939
-923	-736	-788	-185
151	-917	950	-540
-523	-449	53	814
356	-557	272	-70
737	-47	529	32
310	-777	179	345
531	-979	-854	-606
-531	-861	561	-751
667	35	809	158
-305	-743	-7	-825
894	31	-231	204
843	69	908	-714
998	-558	-952	-894
-218	90	-174	526
640	-86	172	-942
7	351	-292	-540
209	-11	795	-132
-824	-173	-668	-331
856	-800	585	592
-555	157	-355	-459
-209	-740	-967	-399
-871	46	-565	-799
-250	-433	754	771
581	460	-738	-89
-756	-495	311	973
475	-388	-785	-875
-995	-363	428	-741
-157	-905	913	513
-725	508	191	-133
-340	713	-140	-880
-698	-318	-969	546
563	-156	-176	709
-938	760	495	-428
-17	-272	-705	-986
22	448	123	-982
415	-352	711	-46
-262	256	96	772
-261	911	-592	-745
871	-476	-612	-398
-23	914	-100	-201
451	878	31	-463
579	-997	147	876
-855	-453	372	-883
757	-226	88	775
748	-340	-481	480
-290	28	-260	178
574	979	304	-185
-74	122	448	-8
-7	-777	323	-529
205	456	-261	62
139	-574	-503	-448
-662	-610	-537	-125
-875	-758	555	274
402	-96	654	93
-189	-474	-264	984
-578	-633	509	-842
257	36	774	61
249	-892	594	-500
-763	-123	241	-78
-617	-534	-986	-254
-127	-500	-419	-543
-891	-910	-998	225
-40	-372	-838	830
398	-718	507	-999
470	-12	460	801
514	915	-88	-235
-650	-933	-722	807
-101	417	-167	528
824	-555	787	483
997	-440	-615	794
86	103	-510	-952
-17	-929	624	-691
660	-169	-50	435
923	277	500	-964
847	730	523	-54
-183	-687	-652	-471
801	305	341	-936
169	-282	8	-555
540	-562	822	-257
904	-777	289	331
283	625	-613	467
759	-472	232	-215
455	24	-144	367
-586	599	-498	989
-289	143	-573	541
-842	63	-922	30
550	-549	185	724
-808	-789	618	-762
-434	-443	613	-763
762	753	701	-550
-785	-739	-89	160
-749	-91	376	-699
612	-635	-524	454
474	-603	555	-804
-251	-160	-892	-507
908	-175	-401	196
-581	-61	822	-502
982	60	617	-739
-601	919	-221	190
702	914	-272	-618
546	-974	526	799
-150	987	-15	-362
-870	-36	-529	831
-952	-623	279	-712
788	-401	-175	312
562	-558	306	-610
102	-652	-808	-95
-998	540	-188	100
-119	-512	-664	-576
-400	-961	389	368
-514	-225	-677	-729
707	-757	-993	283
-263	449	-820	-254
759	289	37	902
518	-243	621	554
-765	136	-71	579
-43	-805	-676	77
953	523	-478	-541
775	580	879	-806
-906	494	-702	201
-237	497	-249	21
234	778	-570	104
-648	-326	-138	-797
790	230	-906	860
-641	277	541	-66
395	-482	79	-808
-15	-83	960	761
-936	269	-423	475
-70	-671	764	859
235	-768	334	-133
-981	-363	-445	314
-632	-992	947	-723
-457	114	872	94
-301	387	-258	442
-430	-228	-929	945
-633	196	-718	-11
151	-778	824	962
462	945	-704	-675
-925	-149	618	774
836	710	292	-276
60	812	-420	-842
453	-313	-338	-545
343	-560	702	-971
-554	895	-710	837
-744	918	398	-697
-371	341	-931	-92
-806	-220	-666	843
-989	122	-450	-563
263	351	-558	407
-921	585	-652	903
-723	-995	-556	667
473	-590	-673	-854
52	230	-698	903
-565	-547	-107	864
-341	678	-354	-42
978	-45	-524	-391
-162	363	162	-727
-434	688	-111	-556
808	-807	432	897
939	-804	-173	-442
142	-127	176	415
6	-817	115	934
241	-62	-981	796
-690	373	-517	127
-173	-715	947	-1000
612	-476	416	213
-449	389	-198	89
40	-288	-22	-84
-214	-246	-420	155
-398	-87	401	855
551	467	-710	522
914	-807	325	-302
843	-618	712	-182
482	39	-211	376
759	359	706	-841
643	-381	-185	-660
720	-918	-591	-244
-780	-924	371	-336
426	-116	172	270
-17	-133	-333	-523
-157	652	-494	90
161	-902	623	251
785	798	404	-273
-706	-333	-756	-893
-676	-522	-438	-204
692	807	-20	85
917	-617	990	129
397	-32	933	-598
-248	-947	328	-477
930	-876	-106	-636
-994	-851	-904	-559
39	524	-137	361
671	877	-254	101
131	189	106	-454
326	413	-510	-651
-851	-671	-515	968
942	-683	53	-411
400	-96	945	-377
-582	-110	-148	-947
15	915	-876	335
-26	-241	339	-730
896	-238	546	446
555	-717	-542	-419
