65	11	75	94	94
30	22	77	11	61
30	13	62	79	79
19	36	9	86	47
39	22	15	87	38
87	90	76	67	25
11	18	27	79	58
44	73	63	98	98
77	94	48	52	92
81	8	54	59	65
66	31	32	90	79
94	26	11	70	73
77	47	5	34	18
1	13	77	70	73
63	95	20	61	61
19	3	53	90	90
51	53	27	19	19
76	86	77	89	20
66	46	68	38	60
98	4	83	33	88
61	39	76	90	90
97	77	14	85	42
1	89	39	73	29
18	35	46	86	29
71	45	10	74	85
12	92	51	78	78
8	34	46	15	21
9	15	10	87	66
3	43	25	50	66
75	13	86	26	26
49	90	40	63	87
26	29	43	11	11
15	84	45	73	73
56	15	27	8	88
73	61	93	12	76
41	26	12	2	2
75	2	36	91	16
36	18	85	41	41
10	3	68	69	66
77	33	73	72	75
51	74	85	12	93
25	16	24	27	27
21	57	48	26	71
70	6	84	81	67
50	74	41	32	32
79	54	13	86	42
10	50	47	74	96
45	94	64	93	93
11	3	6	26	23
87	98	73	64	64
50	95	93	9	9
79	2	36	74	52
4	51	36	50	50
14	82	18	33	36
50	67	30	76	4
79	78	77	99	18
72	53	10	75	45
2	37	53	21	21
37	2	32	41	41
82	78	58	95	14
86	78	57	43	43
69	81	98	1	48
77	82	23	34	34
49	17	16	82	82
51	55	44	37	11
86	90	80	72	72
82	52	65	32	32
23	82	81	87	57
73	64	1	99	99
31	2	50	33	40
76	66	75	3	17
2	6	41	81	81
33	83	75	95	95
78	90	77	65	20
20	35	52	14	14
60	63	49	56	56
74	77	65	13	13
42	72	2	10	31
44	24	42	28	28
59	37	42	2	67
55	93	42	8	8
71	15	83	73	73
2	77	55	30	73
78	63	71	59	18
81	27	31	43	12
88	14	44	67	67
84	79	63	28	1
78	11	38	72	68
34	45	60	9	59
63	19	39	54	54
61	79	86	96	17
59	28	71	5	65
41	43	1	26	21
12	82	1	36	44
40	20	38	93	86
86	92	69	72	98
50	12	1	3	51
73	7	34	57	75
71	12	34	76	61
87	36	95	14	14
31	41	50	51	10
74	66	56	17	81
40	28	97	35	35
35	89	72	4	79
9	6	72	61	61
2	43	47	60	60
39	64	91	12	12
51	53	67	18	18
51	19	10	74	74
38	21	70	12	27
90	75	70	72	6
49	13	52	77	77
59	95	60	1	73
96	94	42	83	48
16	3	27	67	67
96	12	33	46	46
34	9	95	10	5
68	52	76	64	16
66	90	38	65	3
48	13	34	51	51
61	87	31	84	1
93	1	56	82	51
58	52	22	47	47
70	33	73	88	88
5	67	37	26	58
94	83	56	8	65
66	23	96	56	69
82	54	12	86	99
31	62	92	49	49
78	56	7	29	29
35	40	57	78	60
24	1	87	71	59
93	39	86	34	23
98	82	15	12	11
88	17	91	85	4
20	8	40	47	36
6	4	69	70	70
99	40	47	60	60
76	70	80	99	52
84	88	97	8	38
80	44	52	75	91
68	69	47	17	57
79	35	81	39	39
71	41	58	44	20
12	47	82	84	63
87	17	60	64	79
84	91	28	30	63
97	92	21	62	62
52	73	76	16	59
38	13	82	22	22
32	42	94	10	50
74	96	32	69	22
3	15	85	93	65
92	1	90	32	32
90	17	56	53	53
88	72	89	50	50
70	7	87	98	53
6	21	98	99	38
10	46	70	89	82
18	87	69	72	72
79	53	73	57	61
64	63	71	80	43
97	27	80	10	32
37	93	21	77	77
78	5	60	39	51
94	88	49	8	8
27	17	68	86	86
54	23	17	77	77
69	33	18	62	62
37	66	36	9	80
2	13	95	90	91
82	17	77	72	1
40	82	34	21	21
9	62	55	64	68
52	40	51	89	77
56	49	24	89	89
60	16	83	31	78
65	13	59	90	82
12	27	98	45	1
78	93	50	77	44
10	95	22	52	52
3	38	89	82	64
51	38	2	13	41
90	73	95	65	65
99	26	78	43	61
53	41	42	79	79
81	58	72	31	31
21	77	81	65	62
7	27	33	31	31
52	50	39	45	45
72	27	6	70	70
90	22	1	94	94
20	18	19	39	39
37	24	14	94	94
3	20	93	90	82
58	55	27	71	71
23	90	66	95	80
82	17	43	27	5
69	97	82	10	63
54	41	5	48	48
16	80	14	26	26
91	40	58	89	52
31	14	64	65	66
58	84	8	33	33
59	23	48	9	9
14	92	6	94	49
7	69	87	47	72
12	26	64	79	31
79	70	63	25	81
6	58	85	90	49
65	75	5	22	54
90	9	49	78	78
23	12	75	53	61
91	95	32	71	2
61	47	81	51	30
51	86	95	20	93
52	77	73	95	94
62	67	29	11	65
46	2	1	98	41
74	43	12	97	36
64	57	89	66	66
80	87	79	49	17
69	7	1	13	13
56	89	55	76	76
26	27	55	68	75
61	18	4	62	53
52	56	9	61	32
61	77	18	55	74
16	5	67	50	7
20	69	76	59	82
86	15	84	26	37
9	89	94	1	22
25	86	12	96	47
80	79	41	5	50
59	58	42	31	31
22	96	18	35	35
74	59	14	83	61
71	17	61	12	12
93	17	95	9	12
83	28	77	23	23
13	3	44	14	75
32	24	96	74	74
60	52	61	7	24
34	67	18	73	73
57	6	34	43	61
65	61	52	21	2
28	52	23	97	83
56	33	95	24	60
10	14	80	96	92
84	20	76	3	87
54	66	4	74	36
33	4	97	30	96
17	42	81	66	83
99	72	59	93	13
46	12	72	57	65
84	66	26	83	71
1	39	63	37	52
26	14	78	13	13
21	92	82	43	49
35	56	18	42	42
33	94	27	39	39
85	38	15	1	76
13	45	38	86	16
80	38	4	53	53
20	5	43	75	17
95	84	59	70	32
12	44	97	80	33
76	9	40	12	96
16	19	74	70	93
88	61	90	18	18
10	2	72	76	77
86	58	3	82	38
5	61	44	89	83
20	25	89	95	58
98	74	97	22	33
94	71	75	3	48
85	90	62	11	55
8	40	46	95	95
24	38	1	58	58
27	78	39	50	77
74	52	85	69	58
11	90	29	91	75
35	89	61	41	68
53	95	47	73	22
12	16	4	37	37
99	41	1	79	61
51	77	78	45	45
64	87	91	28	74
93	1	59	9	11
44	5	52	84	84
62	15	48	89	85
72	73	81	27	41
84	10	52	90	64
57	20	59	68	72
87	28	52	18	34
92	30	76	48	66
62	86	60	7	97
93	81	29	97	78
91	79	36	76	19
61	51	70	37	37
65	89	11	31	31
70	99	96	4	40
68	23	89	95	79
73	6	49	57	52
82	83	48	39	39
38	10	78	77	61
37	53	44	57	50
91	18	10	92	92
67	62	5	74	72
97	71	87	72	72
14	68	35	30	30
47	82	14	89	95
83	17	76	4	81
96	5	65	60	77
19	23	45	79	6
79	60	53	98	98
6	28	90	64	64
72	79	31	77	83
63	40	78	87	87
95	79	81	34	54
46	91	57	58	58
17	97	86	81	61
97	92	27	69	4
57	10	38	63	69
67	6	43	64	81
50	43	4	79	79
62	3	17	43	43
3	82	36	74	93
68	34	20	54	54
68	15	18	65	55
24	90	96	94	8
13	36	58	64	60
33	98	73	47	26
84	86	56	24	89
7	89	49	67	69
1	65	71	36	85
55	91	94	71	71
43	54	89	73	2
8	64	91	46	88
58	3	81	60	50
36	12	9	52	81
23	98	66	6	6
96	44	25	93	22
6	29	85	32	48
15	62	95	54	54
19	38	44	90	90
79	89	90	41	41
47	27	53	14	23
90	85	5	94	50
7	86	95	46	46
26	23	71	96	73
76	4	88	59	49
83	97	88	73	25
51	10	41	69	69
2	45	21	74	74
49	58	9	85	81
80	57	69	18	70
54	98	12	8	70
64	68	38	77	8
73	52	85	80	80
14	62	80	4	4
83	88	13	54	54
54	88	70	62	5
63	24	42	14	14
29	51	33	86	86
91	28	64	4	42
50	82	45	76	42
92	94	2	95	8
94	61	53	95	9
97	14	12	65	65
9	53	56	60	60
34	68	39	92	92
36	75	77	63	10
78	16	67	65	56
74	16	72	38	70
95	37	35	76	24
4	24	97	86	86
78	53	47	59	17
84	92	59	24	24
82	4	94	90	48
99	53	19	10	26
1	68	83	54	46
1	93	52	63	73
88	32	38	60	60
35	11	48	55	49
80	39	1	7	36
60	89	85	2	37
96	35	76	32	32
41	53	6	75	68
32	5	75	57	71
50	33	44	89	89
83	11	38	89	89
89	72	18	90	55
71	54	85	9	63
75	88	83	40	11
44	45	2	41	63
72	79	36	12	12
76	52	41	63	2
98	9	84	61	69
5	89	24	38	83
89	59	84	97	19
70	98	74	59	59
9	49	37	66	64
73	97	7	87	48
63	40	10	82	82
16	99	2	26	79
46	86	60	44	44
23	75	40	94	94
35	18	69	2	2
74	65	61	97	15
80	62	54	83	87
51	18	91	32	30
93	35	4	85	85
38	61	6	63	39
98	38	26	72	61
52	21	28	94	94
86	85	71	5	26
23	2	45	72	72
4	47	50	55	21
89	92	9	57	56
55	82	8	6	20
53	72	10	42	42
9	94	92	30	99
74	15	93	13	13
67	7	83	32	84
83	66	81	88	27
98	36	92	84	8
26	59	2	67	74
80	65	40	95	95
9	41	92	99	83
66	67	30	65	69
31	73	72	70	52
37	80	62	2	2
61	52	45	77	2
88	39	55	63	63
61	70	50	42	95
5	31	18	33	27
43	85	10	99	90
30	93	57	65	65
61	77	12	68	91
44	25	63	87	87
10	78	89	50	70
99	74	63	67	98
17	89	42	25	33
53	5	90	60	88
86	83	47	36	36
53	12	41	63	56
90	16	3	31	31
63	39	74	62	1
38	10	39	43	29
64	67	21	2	74
9	42	77	97	99
13	56	48	61	61
20	12	71	74	74
7	97	53	96	59
9	21	63	71	71
9	5	71	21	3
97	13	7	1	1
99	82	26	2	94
69	67	38	19	19
39	74	81	1	51
80	47	67	50	76
85	52	91	29	29
15	88	20	54	54
42	74	27	89	89
11	82	7	50	50
80	69	43	38	38
16	37	27	65	65
81	31	57	61	61
72	8	55	76	28
41	68	66	95	77
34	87	98	91	8
49	62	47	70	9
58	62	15	8	8
51	78	48	6	69
93	89	47	70	54
54	71	67	36	33
92	94	51	44	58
5	89	50	7	7
97	28	96	3	3
25	20	82	36	11
69	72	79	51	17
78	12	10	44	64
30	93	63	71	71
13	19	37	85	81
75	11	78	44	10
43	84	42	70	47
81	82	11	46	59
44	66	15	69	58
70	10	62	38	75
32	83	84	81	81
43	63	22	35	38
53	45	70	68	68
42	71	6	95	98
63	66	16	85	91
65	82	22	90	90
70	86	83	8	35
72	18	26	64	82
87	71	45	84	84
86	49	89	75	16
86	67	22	97	85
98	8	72	71	19
97	32	47	80	80
78	96	1	35	81
79	19	73	81	32
23	54	58	53	55
59	78	38	54	32
92	27	37	5	55
75	19	77	70	47
42	27	46	86	56
95	41	9	20	20
48	24	47	93	35
60	5	57	24	49
33	51	25	5	61
52	42	32	73	73
60	96	8	55	55
43	62	10	47	54
71	6	23	66	74
47	74	52	42	45
89	65	4	81	40
84	77	31	83	83
23	18	1	99	68
93	52	84	30	30
75	64	13	78	37
47	64	16	77	78
3	26	25	31	38
72	77	74	48	20
73	57	63	58	16
34	53	87	58	7
83	58	77	98	98
23	1	24	25	35
43	91	6	44	44
69	32	37	2	2
19	27	34	65	64
17	82	80	46	72
83	99	45	76	3
35	14	60	51	1
95	28	68	42	42
73	77	74	86	26
95	92	19	70	20
67	44	73	3	89
91	77	57	52	2
85	73	54	12	2
87	56	97	9	69
96	11	48	74	98
86	87	69	23	23
7	54	81	48	74
60	20	94	42	42
34	4	41	84	53
77	58	10	94	73
2	90	77	44	63
22	15	77	38	38
80	91	89	30	73
74	17	43	66	66
49	2	34	66	53
32	53	74	14	77
97	49	17	43	43
13	64	60	9	9
69	98	49	6	59
22	21	72	40	56
20	57	59	47	54
39	40	55	34	34
36	32	53	5	5
31	5	42	62	61
79	3	8	2	2
50	99	97	34	25
5	22	57	67	68
61	85	65	33	33
73	2	89	28	93
87	55	96	92	21
2	23	97	26	21
94	92	71	82	3
1	80	77	22	22
97	5	48	13	20
5	86	25	81	76
39	24	88	7	56
10	75	80	44	61
66	56	45	91	91
90	82	94	44	44
39	80	95	96	75
75	51	95	9	9
57	58	81	82	82
84	73	18	81	2
91	46	30	26	26
96	12	68	89	59
16	96	49	88	88
92	4	62	56	74
79	61	93	97	74
30	40	37	9	31
71	44	47	53	1
41	34	27	38	38
11	52	42	13	13
93	99	81	89	89
92	80	64	16	36
91	2	33	72	81
87	97	49	18	18
90	79	95	2	25
19	85	23	90	65
40	39	30	3	17
37	97	74	5	99
6	27	75	84	84
2	23	76	46	46
91	99	25	95	62
10	95	51	44	27
77	42	56	64	4
51	73	47	57	30
36	32	38	7	22
31	97	71	34	7
9	43	65	81	72
84	24	42	27	27
55	14	69	52	59
82	89	25	78	78
82	37	76	44	50
62	92	65	79	11
57	10	80	52	71
95	14	77	92	49
72	16	13	90	99
29	10	74	94	7
92	80	91	10	10
3	52	6	53	53
14	48	11	5	5
99	25	94	84	70
90	16	84	3	53
33	55	44	26	26
55	9	77	99	84
96	9	98	2	95
6	47	64	31	18
93	8	61	43	43
97	46	56	22	70
69	94	15	76	73
42	96	98	36	36
71	53	39	56	56
56	88	73	99	99
3	62	68	46	34
86	68	8	10	10
69	72	59	91	91
91	18	69	50	47
37	74	91	73	73
86	56	89	24	26
59	88	34	86	86
9	58	94	5	4
65	54	86	14	81
19	56	89	91	99
80	92	98	66	59
80	11	93	55	73
70	26	48	96	96
17	99	11	6	84
67	57	34	68	11
37	52	14	55	49
16	13	63	11	40
29	89	62	87	21
72	85	9	57	59
8	87	67	77	46
19	71	30	79	79
59	66	77	20	69
65	78	37	43	43
49	33	60	98	98
79	52	4	84	45
62	87	84	32	2
61	4	49	68	34
54	62	72	85	9
85	83	28	43	13
84	39	80	85	85
73	18	93	72	77
92	23	2	30	65
5	54	78	45	67
10	99	2	82	82
4	85	78	15	35
17	63	70	22	45
17	43	76	20	20
46	68	94	19	93
89	83	40	67	6
30	98	37	62	92
22	30	13	21	21
98	84	3	90	90
83	48	82	49	49
92	71	77	55	24
44	41	84	43	30
