21	11	6	70	69	70	25
40	9	58	89	59	24	47
53	21	32	67	70	16	57
39	29	72	45	63	89	25
75	44	48	48	89	16	48
46	54	46	16	49	46	43
87	45	4	21	8	23	40
6	66	50	12	85	46	78
7	2	47	45	2	2	83
52	29	48	65	29	44	68
28	39	4	28	58	52	37
86	10	61	62	51	17	20
28	20	7	54	63	42	41
57	16	78	74	79	6	1
26	87	24	51	56	59	35
22	76	3	9	67	19	78
77	44	82	63	33	28	20
78	89	59	3	12	79	34
86	53	63	10	12	4	14
2	36	79	44	2	17	68
83	89	68	58	70	43	70
28	40	49	49	82	81	49
41	6	23	44	76	63	6
55	41	16	88	86	49	14
19	89	55	34	7	24	50
54	84	47	60	90	39	84
39	39	42	39	60	5	19
16	28	37	87	14	12	70
7	78	64	56	34	19	79
57	19	38	66	51	23	89
47	47	24	87	47	77	21
86	80	62	79	42	58	37
68	28	17	31	12	19	32
65	49	58	47	29	57	76
31	74	37	67	23	88	17
21	9	27	52	59	81	32
65	32	15	62	14	33	9
58	76	66	62	70	7	39
35	15	62	25	44	89	73
13	41	42	68	62	54	23
70	61	61	81	28	31	6
50	43	41	5	53	19	82
27	89	6	30	83	39	90
18	31	16	7	16	9	20
64	28	21	77	71	37	16
63	65	22	21	56	17	14
9	47	38	70	38	83	38
27	6	4	55	49	54	31
44	39	9	44	7	63	6
67	6	80	63	65	45	24
33	66	19	78	19	31	87
15	80	63	8	88	71	38
11	16	9	22	66	68	47
75	22	74	1	60	16	28
62	12	62	43	34	33	56
5	16	71	42	34	74	86
13	42	61	21	76	72	25
40	57	38	38	69	38	30
86	76	86	17	2	11	44
88	44	47	4	46	65	64
2	20	30	85	2	53	20
89	9	47	74	84	33	29
61	35	6	74	67	78	38
18	57	76	18	55	18	67
64	44	46	90	25	80	63
62	55	65	73	6	48	9
68	58	56	29	51	66	6
70	26	68	19	86	90	11
15	1	19	19	32	88	10
4	90	2	22	28	77	35
70	35	20	28	47	68	51
81	5	11	53	86	8	15
68	41	53	24	55	59	43
33	73	90	33	58	90	71
90	27	90	76	68	15	9
31	15	85	55	1	86	34
15	73	90	61	61	82	61
52	35	89	33	5	39	77
55	9	1	12	85	83	52
23	89	9	38	88	75	32
46	61	61	86	70	13	50
77	61	63	38	26	46	56
15	57	75	20	25	87	58
76	21	87	76	66	38	1
47	64	47	33	6	37	47
13	13	17	30	18	64	13
88	61	88	79	38	69	64
49	39	14	31	14	22	14
15	45	72	63	30	88	88
79	70	37	44	19	57	75
3	37	44	1	65	12	75
49	18	36	35	19	36	73
11	58	39	57	77	41	55
68	49	61	69	90	84	21
70	11	21	78	63	62	48
24	27	14	55	51	42	60
44	18	50	52	13	59	54
12	54	14	78	19	26	29
34	87	48	71	75	52	71
4	35	35	25	47	85	16
55	55	43	31	74	55	34
70	63	1	18	43	16	42
63	39	16	77	83	60	1
64	8	63	3	64	39	24
14	58	78	27	78	15	36
50	50	50	78	36	72	65
33	14	33	59	83	74	30
7	5	65	71	69	22	68
42	81	40	86	7	57	80
29	78	68	48	87	87	5
37	87	37	34	48	37	20
28	40	40	35	33	40	41
87	83	9	8	68	73	17
32	81	60	84	34	40	3
81	68	49	1	79	27	22
73	67	25	43	81	80	87
18	75	57	65	63	28	83
56	21	20	16	50	64	63
30	2	42	25	33	29	22
67	66	30	90	58	25	37
33	32	51	30	41	50	77
28	24	19	85	53	36	29
68	70	31	41	43	41	41
4	80	21	76	46	45	34
30	81	82	84	29	89	74
29	10	65	5	25	25	79
49	72	75	49	63	25	26
44	22	76	75	1	12	22
3	79	3	69	46	7	33
1	23	13	38	13	61	7
52	27	36	39	62	8	40
45	89	39	60	47	33	36
44	88	70	15	82	88	21
28	73	28	24	29	78	31
40	65	69	58	43	86	84
4	49	25	50	11	87	58
15	7	1	44	42	44	44
18	53	4	1	2	44	1
42	56	2	53	20	81	74
55	31	44	74	77	55	55
14	30	75	27	62	46	6
27	17	40	88	14	81	46
34	24	39	7	19	16	60
50	67	90	70	74	80	77
15	56	16	15	53	38	15
47	11	5	28	54	16	24
33	62	47	38	48	83	35
28	12	66	12	72	36	21
78	40	54	38	19	31	79
24	53	31	50	42	72	24
17	3	45	47	41	76	39
31	12	4	63	52	47	50
27	10	51	82	45	71	65
86	4	42	58	79	6	7
8	27	57	85	81	30	49
9	52	7	29	72	3	11
10	62	67	48	16	78	60
67	18	64	18	18	24	40
63	48	87	21	1	70	3
9	30	44	14	1	68	26
8	26	44	13	44	71	59
10	12	9	32	36	80	54
39	60	51	78	50	34	76
31	66	26	33	55	27	1
37	86	26	4	1	74	75
10	46	43	86	56	9	12
86	81	88	71	48	16	7
3	50	19	56	81	5	19
9	55	24	24	20	87	47
3	19	47	84	9	20	16
10	51	45	62	73	70	7
42	80	42	42	40	71	60
61	48	28	24	24	38	57
58	22	27	83	6	55	21
69	73	26	68	63	26	50
47	5	30	48	14	21	74
26	62	23	48	64	35	24
59	63	39	82	39	39	18
6	45	11	16	68	22	88
24	70	53	10	35	41	3
76	30	53	3	14	7	60
29	59	47	55	8	31	37
4	4	80	49	87	67	71
7	7	44	76	70	65	11
47	28	52	33	62	5	11
48	62	31	67	59	35	72
77	54	24	1	75	77	46
17	64	39	29	17	37	33
46	46	77	31	46	74	63
38	1	22	38	38	54	5
20	5	47	2	17	47	47
41	11	83	41	27	41	46
36	47	47	82	85	47	81
69	50	50	54	7	65	50
65	20	40	39	44	23	17
15	41	15	65	15	52	39
81	6	10	19	54	37	46
51	51	57	3	17	3	4
50	90	29	54	62	50	53
86	13	69	5	39	72	5
14	19	41	4	6	25	35
7	64	81	49	13	20	59
28	77	81	64	53	54	46
16	67	74	44	56	18	76
16	88	64	21	42	24	67
71	70	2	75	58	43	14
14	67	2	87	83	24	84
55	70	71	27	90	40	80
20	61	65	43	66	34	30
5	1	1	54	54	75	58
74	62	38	12	89	40	81
15	89	86	71	33	63	75
86	12	62	34	18	44	56
8	30	2	51	68	84	72
37	88	1	4	77	47	54
38	17	81	60	25	9	7
75	59	9	11	14	12	10
54	65	67	74	60	75	69
3	78	74	58	19	84	45
64	60	85	14	31	75	7
10	86	68	55	43	72	74
35	52	54	40	77	34	2
2	38	56	51	17	48	75
89	11	35	66	29	60	2
33	41	86	79	66	81	81
42	62	14	77	6	72	13
51	26	51	61	31	87	51
22	58	7	6	7	41	90
78	19	24	7	74	76	12
21	68	11	3	74	80	42
58	51	11	13	61	6	52
59	51	62	81	5	26	16
39	84	63	12	16	4	55
81	83	78	10	27	65	78
51	17	8	81	52	20	35
52	44	14	14	71	66	82
62	73	65	5	37	83	57
4	64	53	37	67	68	26
89	15	55	86	57	67	7
17	76	51	26	74	1	46
39	41	39	7	40	76	87
80	42	50	14	75	75	17
16	14	55	73	3	44	90
48	74	85	39	36	43	37
51	9	59	81	22	60	44
21	44	88	17	25	22	78
79	5	66	87	80	6	18
13	30	72	53	48	46	21
70	17	87	55	79	66	20
66	38	38	72	4	11	52
28	26	6	7	68	63	71
63	47	79	22	13	55	46
28	62	10	38	55	1	52
79	31	66	37	30	65	18
27	37	27	77	14	76	77
30	16	18	10	35	21	82
46	52	83	48	59	10	8
53	28	22	22	87	35	51
77	16	88	82	88	48	3
43	64	53	12	83	60	4
48	49	30	14	39	70	47
65	23	2	48	10	62	5
80	49	43	55	85	62	36
71	65	41	66	48	37	28
67	40	9	70	62	88	4
15	38	59	38	31	24	24
83	38	44	55	47	6	16
10	22	46	41	52	65	46
20	48	11	4	46	12	12
35	33	17	26	42	77	82
44	35	58	25	65	71	63
25	27	56	80	52	81	16
18	20	45	2	34	34	17
70	44	64	74	30	6	50
78	75	24	57	52	24	24
75	30	5	44	11	71	46
75	30	65	59	62	7	27
68	15	34	87	82	44	46
52	6	29	51	32	57	7
44	35	40	10	44	44	57
57	24	47	61	27	17	85
20	45	60	49	23	70	72
8	34	72	70	1	26	9
72	3	66	13	80	37	83
1	63	16	29	43	61	79
87	37	84	43	6	38	31
90	16	9	51	48	80	77
37	12	10	17	2	72	54
50	50	71	88	90	23	28
9	24	83	35	67	87	50
46	72	13	43	63	13	13
38	60	51	88	52	20	4
15	32	65	80	19	3	70
31	78	79	89	72	39	58
56	82	63	10	46	28	41
65	61	25	47	49	85	44
72	82	4	61	30	1	42
10	66	57	17	29	77	57
24	5	1	82	11	58	31
16	24	29	79	7	66	75
35	57	34	60	35	87	35
80	7	29	58	5	68	27
34	5	41	6	34	22	20
61	74	17	7	84	1	78
67	29	48	48	24	2	30
68	55	11	14	70	48	60
56	22	48	34	34	23	17
85	31	5	66	39	40	68
56	54	84	47	44	77	40
29	36	6	42	42	19	42
25	31	86	39	50	87	30
27	61	70	81	68	87	73
26	18	43	80	16	72	47
36	78	90	63	18	25	86
71	42	34	58	15	28	31
54	53	44	22	26	52	74
33	56	11	39	6	16	68
63	85	84	89	55	42	39
6	70	13	72	5	18	57
5	79	66	46	26	56	75
85	52	33	52	52	67	72
86	62	65	78	29	20	88
44	72	40	72	40	62	70
52	60	36	86	35	88	61
85	37	50	77	38	70	77
45	8	66	6	77	5	68
36	81	34	81	36	64	71
61	35	78	5	81	27	19
1	33	17	63	77	75	49
40	8	65	41	41	89	41
31	36	72	20	78	11	17
83	58	54	20	20	20	52
85	49	81	86	65	84	7
44	44	86	47	73	32	33
74	14	64	69	14	14	60
6	70	65	5	79	17	11
5	22	34	26	40	67	59
48	68	18	31	14	47	12
1	24	80	34	5	80	23
11	70	64	32	74	83	63
51	6	86	54	7	54	52
82	43	43	44	6	68	43
69	7	17	68	62	1	13
12	54	26	9	87	47	57
7	48	27	36	8	21	90
73	39	35	65	35	60	55
72	9	78	10	81	72	29
75	73	88	86	48	17	74
36	30	60	18	87	1	40
61	16	14	18	70	58	42
25	83	6	64	51	2	59
78	59	52	14	76	30	73
42	42	87	42	85	35	76
72	10	8	56	31	48	63
17	78	78	25	84	15	44
4	82	26	90	72	72	44
16	64	20	53	2	16	68
65	44	86	70	71	3	70
54	54	54	42	59	6	21
90	33	50	3	51	80	19
23	29	41	71	79	40	36
34	47	86	40	81	27	45
77	82	65	46	50	50	50
14	24	56	62	44	53	10
18	44	80	31	81	20	45
71	81	78	6	58	64	28
45	48	7	6	34	36	26
41	14	78	82	3	70	62
70	80	85	34	55	55	49
68	73	23	41	59	88	61
20	54	32	76	44	62	79
90	47	76	54	54	75	44
34	7	81	63	64	55	35
66	53	20	47	37	85	42
40	38	47	62	28	19	27
41	68	8	36	78	56	22
3	45	13	63	1	79	60
42	59	87	49	73	9	86
6	15	54	77	82	73	6
42	61	42	15	64	51	42
80	19	12	69	65	5	55
41	68	38	32	18	82	36
30	30	75	34	78	49	53
32	37	62	2	48	73	59
9	18	79	84	62	60	62
39	52	74	69	72	52	52
9	7	68	22	12	52	75
30	87	13	77	13	69	13
13	35	18	32	72	25	62
51	78	15	60	10	20	32
90	62	38	43	2	78	75
66	8	39	33	82	33	76
81	34	32	13	89	41	10
54	85	70	54	10	54	16
53	39	72	63	17	65	8
73	71	30	83	69	44	74
65	22	90	34	31	81	60
53	12	27	44	4	38	58
13	76	73	74	66	79	28
27	86	39	28	1	57	12
29	73	11	87	28	6	66
52	54	38	31	43	69	20
60	64	15	51	85	83	4
29	39	33	67	43	56	40
38	58	81	26	61	40	51
89	62	11	47	32	62	1
9	69	37	17	81	15	32
39	39	39	35	58	43	53
53	28	40	40	40	75	62
66	67	57	67	81	73	19
58	69	47	40	19	20	65
80	13	22	85	81	56	44
38	21	38	15	28	49	38
15	42	13	83	45	44	88
74	43	58	47	67	36	88
82	38	51	62	4	76	76
38	51	89	44	86	51	29
52	68	88	73	65	81	71
45	3	52	64	3	70	33
3	65	25	9	18	7	37
74	48	54	36	66	41	81
15	66	1	49	74	47	60
47	2	49	78	90	58	31
36	88	2	33	83	46	4
81	22	75	41	52	18	67
4	4	5	33	45	7	65
45	61	45	23	45	77	88
53	58	39	57	79	10	53
20	1	52	73	72	20	48
61	89	25	25	50	32	25
14	48	33	32	48	48	66
37	50	82	50	35	90	50
41	14	15	16	78	50	43
47	41	84	7	43	87	29
46	51	32	47	55	23	8
7	78	82	16	43	38	70
83	64	55	87	1	2	29
38	85	81	24	78	31	41
32	43	36	43	43	5	78
7	38	33	25	87	3	64
67	70	40	85	2	77	82
3	9	84	76	9	54	82
23	28	37	38	8	67	43
52	83	24	56	60	66	46
46	6	52	56	61	52	15
49	32	37	71	59	34	59
73	49	51	24	90	53	66
11	24	3	86	41	43	32
25	18	7	45	56	51	4
36	70	46	51	72	83	40
30	85	37	17	63	2	77
12	70	24	56	42	74	20
82	79	40	28	74	33	54
60	73	7	47	46	19	73
63	89	49	35	50	38	24
61	57	68	77	39	25	15
13	54	59	20	74	51	75
36	60	84	87	43	39	39
11	13	39	17	51	87	41
6	84	82	10	83	87	7
24	55	15	28	55	58	55
87	41	82	86	30	10	79
35	6	22	60	81	50	75
70	51	17	2	39	19	8
35	46	51	23	30	38	9
30	8	7	32	80	26	39
44	38	44	24	44	78	57
30	90	63	64	65	40	36
13	39	5	39	67	56	39
57	22	64	32	87	74	48
54	53	8	79	76	55	5
56	25	27	7	86	30	39
54	60	54	53	24	54	62
90	69	89	56	16	28	48
39	65	12	32	53	53	53
82	86	28	47	2	3	18
84	7	20	85	83	59	23
4	24	23	64	22	67	2
77	85	29	10	52	53	55
6	6	56	1	9	9	29
84	25	66	53	23	18	45
41	76	48	64	53	71	50
73	71	7	29	90	87	84
8	66	83	14	42	74	23
53	53	68	40	11	83	32
11	80	56	52	49	55	20
66	13	41	26	20	1	17
51	62	74	63	53	43	80
7	18	85	40	66	43	22
78	34	66	8	48	28	2
67	34	23	46	69	56	36
76	29	71	38	20	61	20
87	31	23	48	33	23	38
43	90	1	51	16	87	59
73	73	21	37	49	36	9
46	50	39	20	25	79	14
4	83	81	77	37	74	20
56	68	83	30	40	32	71
54	57	45	34	62	8	63
59	84	56	86	60	78	37
10	4	88	41	31	11	12
2	62	7	73	25	54	66
83	62	11	82	88	85	39
48	48	33	80	85	84	48
60	14	49	85	26	64	20
30	61	70	35	77	30	9
52	71	16	40	69	26	34
35	9	63	35	74	3	73
26	72	26	25	6	4	25
56	76	90	3	52	45	85
5	43	80	17	17	2	51
73	83	65	81	26	2	24
71	35	58	11	89	70	67
22	75	85	54	69	67	32
38	38	38	88	89	66	35
24	88	74	35	3	76	48
43	74	36	25	81	5	69
21	8	37	74	43	21	77
2	45	82	64	15	29	22
25	86	53	54	12	47	68
35	35	35	69	83	34	43
38	25	10	16	45	28	78
11	70	88	73	10	16	45
26	85	14	78	69	52	31
43	50	4	13	3	49	12
71	28	71	11	84	11	16
43	53	55	53	53	24	3
83	21	78	9	2	13	16
32	9	73	68	9	9	69
52	63	43	48	48	48	81
75	51	21	36	51	63	51
70	74	73	27	18	42	44
35	14	84	62	58	54	23
88	69	7	6	60	34	34
69	76	12	37	15	50	22
17	38	56	22	36	22	10
13	53	68	66	16	89	70
20	6	35	33	68	78	67
47	53	5	58	84	38	58
13	58	6	13	57	58	46
55	55	55	59	48	76	20
30	51	61	55	10	8	63
71	36	32	14	7	43	79
41	35	35	34	69	72	35
52	23	56	89	23	34	23
6	55	55	52	88	9	15
55	84	75	9	5	23	32
3	23	74	15	27	64	27
78	62	4	28	51	46	48
27	17	13	5	80	27	20
59	37	29	64	31	60	26
79	15	36	65	38	28	7
43	46	5	31	45	26	40
53	6	32	34	78	75	2
90	30	87	8	52	83	26
52	25	57	46	24	23	21
79	41	78	72	56	24	41
12	55	16	83	63	6	49
87	42	1	70	63	45	65
53	59	5	25	27	4	9
3	68	76	25	90	15	49
81	65	6	66	11	34	64
14	54	90	85	84	49	73
65	64	73	37	50	81	11
73	22	21	37	73	20	39
76	8	45	33	8	8	32
87	19	90	44	6	85	16
49	8	80	80	7	20	57
34	69	78	64	81	9	26
64	86	53	24	24	35	24
85	72	70	60	18	89	8
59	12	53	10	20	66	83
14	51	2	49	8	22	71
1	81	20	43	57	86	64
35	20	53	7	45	39	88
55	62	53	8	62	75	78
45	78	80	33	10	1	52
9	39	50	12	29	27	10
25	15	37	87	52	70	59
76	5	52	78	34	81	88
56	46	70	22	29	38	30
31	75	23	65	33	14	8
88	14	15	24	55	5	1
5	74	28	69	69	72	16
38	58	32	81	32	23	30
45	21	74	59	72	89	11
55	11	2	54	4	29	73
15	68	8	43	57	29	33
47	62	79	24	4	29	7
37	10	29	32	30	78	12
34	72	83	43	79	19	34
55	54	76	55	33	55	39
54	50	43	3	4	40	62
69	78	8	38	24	3	17
73	45	19	31	60	71	90
68	7	22	38	83	75	10
78	20	23	58	24	26	22
39	43	72	55	60	57	27
65	3	55	61	80	50	90
1	65	82	53	40	77	56
20	58	66	47	40	20	7
68	45	49	68	44	73	88
78	84	33	5	27	82	32
40	46	78	63	32	10	87
80	77	70	90	75	52	30
59	61	12	68	30	85	16
16	76	79	77	84	84	40
22	26	60	47	30	77	66
69	15	81	4	8	60	56
11	71	28	73	27	38	3
79	84	33	63	89	70	29
35	83	34	13	29	41	23
1	32	48	60	75	68	81
88	50	45	12	77	78	68
29	23	60	74	84	57	85
33	24	89	89	2	76	53
1	77	35	64	34	13	69
6	34	34	54	26	57	16
29	37	84	88	37	85	37
81	47	47	41	47	39	87
4	53	77	38	56	59	28
58	86	43	6	47	27	67
72	42	38	54	52	54	54
11	87	71	87	45	74	13
80	69	61	5	77	87	39
37	63	13	5	38	75	29
75	10	52	70	63	45	80
11	41	23	12	59	50	47
47	70	18	5	27	75	71
40	24	74	79	11	66	7
59	16	17	52	30	62	9
85	22	32	27	6	19	52
73	77	7	32	71	46	66
25	52	55	79	44	59	85
78	74	23	56	4	52	19
41	39	13	3	24	71	86
3	54	86	9	49	65	25
34	73	78	65	57	21	33
5	6	80	28	51	77	27
19	15	42	3	27	69	84
22	33	31	62	20	9	66
86	76	73	81	77	86	20
36	22	24	25	86	76	72
55	5	68	55	84	22	76
68	48	12	13	58	80	63
71	55	11	69	76	46	43
28	54	14	59	41	9	13
3	81	29	31	71	54	65
25	67	90	42	72	66	46
46	54	19	81	17	47	11
29	40	13	46	23	83	76
30	52	46	47	3	33	43
64	73	36	35	45	60	7
82	61	42	28	17	19	24
53	78	15	28	42	67	85
17	84	61	36	63	73	3
48	48	86	36	48	77	49
9	2	75	29	38	86	83
42	15	81	44	5	36	61
47	62	2	62	11	69	54
74	4	87	55	20	51	88
75	42	36	8	19	49	81
2	80	42	4	70	58	71
70	58	6	55	6	89	54
67	67	70	56	15	73	19
82	46	54	34	36	54	70
12	90	5	10	68	87	82
74	75	61	60	49	69	65
31	27	76	45	86	51	32
67	26	42	41	6	23	24
76	2	3	86	57	35	80
14	21	31	58	15	78	51
43	27	30	7	77	74	56
39	25	57	54	62	50	58
51	84	83	63	86	51	60
12	37	79	38	22	82	10
82	36	90	31	79	55	33
40	68	13	6	30	38	59
54	44	83	43	11	85	29
41	85	77	12	80	90	46
46	37	41	46	88	46	90
80	31	19	85	86	6	57
24	4	53	2	40	11	27
32	45	62	21	45	60	45
23	72	1	17	39	25	39
44	58	39	13	28	32	60
48	36	19	82	36	35	36
10	82	16	70	10	77	10
35	25	23	4	48	87	7
72	47	54	20	47	69	28
76	57	86	72	49	51	47
10	1	85	41	44	60	49
39	39	90	72	39	20	48
82	1	69	75	72	45	52
37	29	81	1	35	67	11
45	34	55	70	21	55	54
8	19	34	38	38	53	38
27	69	67	14	78	40	53
85	74	23	82	54	78	14
88	31	64	67	60	16	36
69	45	71	7	84	38	65
37	9	19	23	16	37	37
53	43	57	67	34	88	58
37	80	30	79	55	9	6
45	66	70	58	12	9	66
64	48	13	49	83	39	18
45	70	49	33	76	40	29
48	38	55	38	26	3	38
50	33	36	35	85	62	33
67	69	30	28	60	65	33
57	15	29	14	55	17	60
16	19	90	90	78	24	25
47	23	76	9	82	80	29
72	80	62	2	53	86	47
36	16	79	17	58	35	10
30	31	8	2	69	3	9
8	80	85	31	16	67	80
73	88	12	45	35	18	77
22	26	88	30	42	62	65
11	45	64	20	79	27	25
73	62	6	18	11	87	4
1	2	69	80	75	90	83
11	84	48	43	6	59	17
74	77	28	9	54	28	1
73	47	75	10	78	46	6
39	88	78	90	81	26	62
60	2	76	39	67	17	27
38	12	89	52	25	3	73
77	72	51	37	26	36	46
45	2	82	59	33	38	86
79	41	9	49	11	80	2
68	78	11	69	68	73	10
17	59	11	11	82	11	60
43	73	11	39	70	86	52
77	68	57	44	9	53	81
21	86	10	81	54	90	44
2	57	36	36	36	1	47
43	39	50	85	33	67	82
1	48	19	50	29	39	11
66	76	70	29	89	35	9
25	27	76	18	30	10	60
85	61	75	86	24	54	42
5	47	49	25	37	58	74
31	70	45	17	4	49	2
12	3	46	69	53	75	7
12	23	10	25	55	41	70
52	29	87	17	88	34	52
82	65	33	81	30	82	37
42	18	76	49	2	34	20
90	75	24	6	90	50	39
45	15	84	82	62	1	47
86	12	27	90	59	41	25
4	35	74	41	3	83	76
56	56	1	50	21	70	5
81	80	70	63	38	12	15
14	6	76	63	47	19	87
13	10	71	90	10	28	48
61	68	5	83	73	77	4
69	48	8	20	37	27	4
1	28	43	35	16	65	74
89	10	62	28	63	31	36
66	82	84	6	42	53	64
13	82	60	41	48	60	22
50	10	51	29	50	50	76
77	65	72	39	65	17	25
5	28	14	38	62	18	56
84	66	61	64	31	73	45
37	33	56	51	7	41	28
16	80	71	78	51	11	78
85	80	17	2	44	78	62
75	83	11	56	37	26	17
50	45	73	8	15	74	36
46	66	38	2	64	76	74
50	44	54	23	37	15	70
63	75	1	42	27	47	90
23	38	75	65	12	65	15
6	63	66	22	26	43	54
55	43	19	41	68	17	27
40	69	83	11	51	81	72
71	82	8	1	69	71	62
85	25	71	29	68	42	45
67	50	67	64	30	6	5
63	35	33	17	10	88	58
4	55	58	2	49	33	57
85	41	36	42	78	42	42
78	47	48	1	89	26	69
83	11	76	11	11	48	69
15	44	87	9	16	32	37
51	45	51	85	68	51	66
90	8	5	6	32	68	88
8	38	89	25	60	76	20
35	75	57	61	85	3	74
45	42	48	1	66	17	48
75	57	13	65	72	39	3
66	90	7	84	9	77	86
72	34	74	1	48	53	5
24	77	29	16	71	25	49
49	48	66	89	47	48	48
86	26	1	4	59	75	16
77	53	44	4	66	55	82
33	28	86	26	83	35	25
47	28	88	12	84	6	2
64	25	43	66	44	33	63
65	16	1	84	13	64	55
78	22	48	64	18	48	48
72	13	61	39	71	58	78
44	27	8	36	53	90	55
55	50	12	24	7	3	6
37	53	35	11	83	83	22
41	52	25	22	14	1	62
76	36	58	76	38	47	69
2	72	9	5	37	60	4
48	27	45	27	24	86	83
8	29	87	70	36	45	79
8	61	67	39	44	21	43
7	37	60	51	41	50	66
19	76	2	76	12	14	90
5	27	83	26	29	64	60
3	3	78	50	73	54	3
65	23	2	61	12	85	47
87	19	42	42	24	66	64
3	29	77	80	7	3	69
85	33	5	54	59	24	7
9	28	72	33	67	17	57
52	11	73	43	31	4	64
33	68	73	64	70	49	4
18	56	30	49	49	65	49
22	81	24	3	69	38	37
50	79	55	68	3	15	84
81	44	39	48	17	42	51
30	36	21	52	20	2	74
39	70	39	10	39	22	3
46	46	77	70	17	41	46
16	2	20	6	35	6	15
32	6	83	18	62	70	39
62	28	24	53	35	29	56
38	14	38	89	19	38	66
51	70	31	43	84	26	4
35	83	21	45	63	17	35
56	35	32	77	88	51	10
45	65	58	14	26	16	73
45	22	83	18	67	21	68
39	87	7	72	30	35	55
26	50	79	48	78	50	57
13	41	40	13	81	13	19
2	4	80	70	37	29	82
47	22	47	60	78	10	47
15	71	61	70	44	42	41
11	70	40	55	7	32	57
3	5	86	48	83	54	8
59	58	45	39	39	26	39
48	16	57	84	87	76	22
68	65	1	40	45	47	60
32	29	36	36	50	81	36
12	40	68	65	49	27	46
6	61	86	89	77	19	13
67	58	37	20	31	34	44
49	27	14	75	53	37	58
46	9	8	79	61	85	26
9	52	36	43	29	60	64
